0,10.1763
0.1,10.1763
0.2,10.1763
0.3,10.1763
0.4,10.1763
0.5,10.1763
0.6,10.1732
0.7,10.1676
0.8,10.1627
0.9,10.1584
1,10.1523
1.1,10.1448
1.2,10.1382
1.3,10.1323
1.4,10.127
1.5,10.1222
1.6,10.1178
1.7,10.1138
1.8,10.1101
1.9,10.1067
2,10.1034
2.1,10.1005
2.2,10.0976
2.3,10.095
2.4,10.0925
2.5,10.0901
2.6,10.0879
2.7,10.0858
2.8,10.0832
2.9,10.0798
3,10.0766
3.1,10.0729
3.2,10.0694
3.3,10.0661
3.4,10.0629
3.5,10.0506
3.6,9.96849
3.7,9.88969
3.8,9.81397
3.9,9.74111
4,9.66905
4.1,9.59616
4.2,9.52583
4.3,9.45596
4.4,9.38824
4.5,9.32273
4.6,9.2593
4.7,9.19784
4.8,9.13826
4.9,9.08044
5,9.02431
5.1,8.96977
5.2,8.91676
5.3,8.86519
5.4,8.815
5.5,8.76613
5.6,8.71852
5.7,8.67211
5.8,8.62685
5.9,8.58269
6,8.53958
6.1,8.49749
6.2,8.45637
6.3,8.41618
6.4,8.37689
6.5,8.33846
6.6,8.30086
6.7,8.26406
6.8,8.22802
6.9,8.19273
7,8.15815
7.1,8.12426
7.2,8.09104
7.3,8.05846
7.4,8.0265
7.5,7.99514
7.6,7.96437
7.7,7.93416
7.8,7.90449
7.9,7.87535
8,7.84672
8.1,7.81859
8.2,7.79094
8.3,7.76377
8.4,7.73734
8.5,7.71134
8.6,7.68577
8.7,7.66061
8.8,7.63585
8.9,7.61148
9,7.58748
9.1,7.56385
9.2,7.54058
9.3,7.51766
9.4,7.49507
9.5,7.47282
9.6,7.45089
9.7,7.42927
9.8,7.40795
9.9,7.38694
10,7.36622
10.1,7.34578
10.2,7.32561
10.3,7.30572
10.4,7.28609
10.5,7.26672
10.6,7.2476
10.7,7.22875
10.8,7.21022
10.9,7.19244
11,7.1749
11.1,7.15758
11.2,7.14047
11.3,7.12357
11.4,7.10687
11.5,7.09037
11.6,7.07407
11.7,7.05795
11.8,7.04202
11.9,7.02628
12,7.01072
12.1,6.99533
12.2,6.98011
12.3,6.96506
12.4,6.95018
12.5,6.93546
12.6,6.9209
12.7,6.9065
12.8,6.89225
12.9,6.87815
13,6.8642
13.1,6.85039
13.2,6.83673
13.3,6.8232
13.4,6.80981
13.5,6.79656
13.6,6.78344
13.7,6.77045
13.8,6.75828
13.9,6.74643
14,6.73469
14.1,6.72306
14.2,6.71155
14.3,6.70014
14.4,6.68884
14.5,6.67774
14.6,6.66677
14.7,6.65591
14.8,6.64514
14.9,6.63447
15,6.6239
15.1,6.61342
15.2,6.60303
15.3,6.59274
15.4,6.58254
15.5,6.57242
15.6,6.56239
15.7,6.55245
15.8,6.54259
15.9,6.53282
16,6.52312
16.1,6.51351
16.2,6.50398
16.3,6.49453
16.4,6.48515
16.5,6.47585
16.6,6.46663
16.7,6.45748
16.8,6.4484
16.9,6.43939
17,6.43046
17.1,6.4216
17.2,6.4128
17.3,6.40433
17.4,6.39606
17.5,6.38786
17.6,6.37971
17.7,6.37163
17.8,6.36361
17.9,6.35565
18,6.34775
18.1,6.33991
18.2,6.33213
18.3,6.3244
18.4,6.31673
18.5,6.30911
18.6,6.30155
18.7,6.29404
18.8,6.28663
18.9,6.2793
19,6.2756
19.1,6.2756
19.2,6.2756
19.3,6.2756
19.4,6.2756
19.5,6.2756
19.6,6.2756
19.7,6.2756
19.8,6.2756
19.9,6.2756
20,6.2756
20.1,6.2756
20.2,6.2756
20.3,6.2756
20.4,6.2756
20.5,6.2756
20.6,6.2756
20.7,6.2756
20.8,6.2756
20.9,6.2756
21,6.2756
21.1,6.2756
21.2,6.2756
21.3,6.2756
21.4,6.2756
21.5,6.2756
21.6,6.2756
21.7,6.2756
21.8,6.2756
21.9,6.2756
22,6.2756
22.1,6.2756
22.2,6.2756
22.3,6.2756
22.4,6.2756
22.5,6.2756
22.6,6.2756
22.7,6.2756
22.8,6.2756
22.9,6.2756
23,6.2756
23.1,6.2756
23.2,6.2756
23.3,6.2756
23.4,6.2756
23.5,6.2756
23.6,6.2756
23.7,6.2756
23.8,6.2756
23.9,6.2756
24,6.2756
24.1,6.2756
24.2,6.2756
24.3,6.2756
24.4,6.2756
24.5,6.2756
24.6,6.2756
24.7,6.2756
24.8,6.2756
24.9,6.2756
25,6.2756
25.1,6.2756
25.2,6.2756
25.3,6.2756
25.4,6.2756
25.5,6.2756
25.6,6.2756
25.7,6.2756
25.8,6.2756
25.9,6.2756
26,6.2756
26.1,6.2756
26.2,6.2756
26.3,6.2756
26.4,6.2756
26.5,6.2756
26.6,6.2756
26.7,6.2756
26.8,6.2756
26.9,6.2756
27,6.2756
27.1,6.2756
27.2,6.2756
27.3,6.2756
27.4,6.2756
27.5,6.2756
27.6,6.2756
27.7,6.2756
27.8,6.2756
27.9,6.2756
28,6.2756
28.1,6.2756
28.2,6.2756
28.3,6.2756
28.4,6.2756
28.5,6.2756
28.6,6.2756
28.7,6.2756
28.8,6.2756
28.9,6.2756
29,6.2756
29.1,6.2756
29.2,6.2756
29.3,6.2756
29.4,6.2756
29.5,6.2756
29.6,6.2756
29.7,6.2756
29.8,6.2756
29.9,6.2756
30,6.2756
30.1,6.2756
30.2,6.2756
30.3,6.2756
30.4,6.2756
30.5,6.2756
30.6,6.2756
30.7,6.2756
30.8,6.2756
30.9,6.2756
31,6.2756
31.1,6.2756
31.2,6.2756
31.3,6.2756
31.4,6.2756
31.5,6.2756
31.6,6.2756
31.7,6.2756
31.8,6.2756
31.9,6.2756
32,6.2756
32.1,6.2756
32.2,6.2756
32.3,6.2756
32.4,6.2756
32.5,6.2756
32.6,6.2756
32.7,6.2756
32.8,6.2756
32.9,6.2756
33,6.2756
33.1,6.2756
33.2,6.2756
33.3,6.2756
33.4,6.2756
33.5,6.2756
33.6,6.2756
33.7,6.2756
33.8,6.2756
33.9,6.2756
34,6.2756
34.1,6.2756
34.2,6.2756
34.3,6.2756
34.4,6.2756
34.5,6.2756
34.6,6.2756
34.7,6.2756
34.8,6.2756
34.9,6.2756
35,6.2756
35.1,6.2756
35.2,6.2756
35.3,6.2756
35.4,6.2756
35.5,6.2756
35.6,6.2756
35.7,6.2756
35.8,6.2756
35.9,6.2756
36,6.2756
36.1,6.2756
36.2,6.2756
36.3,6.2756
36.4,6.2756
36.5,6.2756
36.6,6.2756
36.7,6.2756
36.8,6.2756
36.9,6.2756
37,6.2756
37.1,6.2756
37.2,6.2756
37.3,6.2756
37.4,6.2756
37.5,6.2756
37.6,6.2756
37.7,6.2756
37.8,6.2756
37.9,6.2756
38,6.2756
38.1,6.2756
38.2,6.2756
38.3,6.2756
38.4,6.2756
38.5,6.2756
38.6,6.2756
38.7,6.2756
38.8,6.2756
38.9,6.2756
39,6.2756
39.1,6.2756
39.2,6.2756
39.3,6.2756
39.4,6.2756
39.5,6.2756
39.6,6.2756
39.7,6.2756
39.8,6.2756
39.9,6.2756
40,6.2756
40.1,6.2756
40.2,6.2756
40.3,6.2756
40.4,6.2756
40.5,6.2756
40.6,6.2756
40.7,6.2756
40.8,6.2756
40.9,6.2756
41,6.2756
41.1,6.2756
41.2,6.2756
41.3,6.2756
41.4,6.2756
41.5,6.2756
41.6,6.2756
41.7,6.2756
41.8,6.2756
41.9,6.2756
42,6.2756
42.1,6.2756
42.2,6.2756
42.3,6.2756
42.4,6.2756
42.5,6.2756
42.6,6.2756
42.7,6.2756
42.8,6.2756
42.9,6.2756
43,6.2756
43.1,6.2756
43.2,6.2756
43.3,6.2756
43.4,6.2756
43.5,6.2756
43.6,6.2756
43.7,6.2756
43.8,6.2756
43.9,6.2756
44,6.2756
44.1,6.2756
44.2,6.2756
44.3,6.2756
44.4,6.2756
44.5,6.2756
44.6,6.2756
44.7,6.2756
44.8,6.2756
44.9,6.2756
45,6.2756
45.1,6.2756
45.2,6.2756
45.3,6.2756
45.4,6.2756
45.5,6.2756
45.6,6.2756
45.7,6.2756
45.8,6.2756
45.9,6.2756
46,6.2756
46.1,6.2756
46.2,6.2756
46.3,6.2756
46.4,6.2756
46.5,6.2756
46.6,6.2756
46.7,6.2756
46.8,6.2756
46.9,6.2756
47,6.2756
47.1,6.2756
47.2,6.2756
47.3,6.2756
47.4,6.2756
47.5,6.2756
47.6,6.2756
47.7,6.2756
47.8,6.2756
47.9,6.2756
48,6.2756
48.1,6.2756
48.2,6.2756
48.3,6.2756
48.4,6.2756
48.5,6.2756
48.6,6.2756
48.7,6.2756
48.8,6.2756
48.9,6.2756
49,6.2756
49.1,6.2756
49.2,6.2756
49.3,6.2756
49.4,6.2756
49.5,6.2756
49.6,6.2756
49.7,6.2756
49.8,6.2756
49.9,6.2756
50,6.2756
50.1,6.2756
50.2,6.2756
50.3,6.2756
50.4,6.2756
50.5,6.2756
50.6,6.2756
50.7,6.2756
50.8,6.2756
50.9,6.2756
51,6.2756
51.1,6.2756
51.2,6.2756
51.3,6.2756
51.4,6.2756
51.5,6.2756
51.6,6.2756
51.7,6.2756
51.8,6.2756
51.9,6.2756
52,6.2756
52.1,6.2756
52.2,6.2756
52.3,6.2756
52.4,6.2756
52.5,6.2756
52.6,6.2756
52.7,6.2756
52.8,6.2756
52.9,6.2756
53,6.2756
53.1,6.2756
53.2,6.2756
53.3,6.2756
53.4,6.2756
53.5,6.2756
53.6,6.2756
53.7,6.2756
53.8,6.2756
53.9,6.2756
54,6.2756
54.1,6.2756
54.2,6.2756
54.3,6.2756
54.4,6.2756
54.5,6.2756
54.6,6.2756
54.7,6.2756
54.8,6.2756
54.9,6.2756
55,6.2756
55.1,6.2756
55.2,6.2756
55.3,6.2756
55.4,6.2756
55.5,6.2756
55.6,6.2756
55.7,6.2756
55.8,6.2756
55.9,6.2756
56,6.2756
56.1,6.2756
56.2,6.2756
56.3,6.2756
56.4,6.2756
56.5,6.2756
56.6,6.2756
56.7,6.2756
56.8,6.2756
56.9,6.2756
57,6.2756
57.1,6.2756
57.2,6.2756
57.3,6.2756
57.4,6.2756
57.5,6.2756
57.6,6.2756
57.7,6.2756
57.8,6.2756
57.9,6.2756
58,6.2756
58.1,6.2756
58.2,6.2756
58.3,6.2756
58.4,6.2756
58.5,6.2756
58.6,6.2756
58.7,6.2756
58.8,6.2756
58.9,6.2756
59,6.2756
59.1,6.2756
59.2,6.2756
59.3,6.2756
59.4,6.2756
59.5,6.2756
59.6,6.2756
59.7,6.2756
59.8,6.2756
59.9,6.2756
60,6.2756
60.1,6.2756
60.2,6.2756
60.3,6.2756
60.4,6.2756
60.5,6.2756
60.6,6.2756
60.7,6.2756
60.8,6.2756
60.9,6.2756
61,6.2756
61.1,6.2756
61.2,6.2756
61.3,6.2756
61.4,6.2756
61.5,6.2756
61.6,6.2756
61.7,6.2756
61.8,6.2756
61.9,6.2756
62,6.2756
62.1,6.2756
62.2,6.2756
62.3,6.2756
62.4,6.2756
62.5,6.2756
62.6,6.2756
62.7,6.2756
62.8,6.2756
62.9,6.2756
63,6.2756
63.1,6.2756
63.2,6.2756
63.3,6.2756
63.4,6.2756
63.5,6.2756
63.6,6.2756
63.7,6.2756
63.8,6.2756
63.9,6.2756
64,6.2756
64.1,6.2756
64.2,6.2756
64.3,6.2756
64.4,6.2756
64.5,6.2756
64.6,6.2756
64.7,6.2756
64.8,6.2756
64.9,6.2756
65,6.2756
65.1,6.2756
65.2,6.2756
65.3,6.2756
65.4,6.2756
65.5,6.2756
65.6,6.2756
65.7,6.2756
65.8,6.2756
65.9,6.2756
66,6.2756
66.1,6.2756
66.2,6.2756
66.3,6.2756
66.4,6.2756
66.5,6.2756
66.6,6.2756
66.7,6.2756
66.8,6.2756
66.9,6.2756
67,6.2756
67.1,6.2756
67.2,6.2756
67.3,6.2756
67.4,6.2756
67.5,6.2756
67.6,6.2756
67.7,6.2756
67.8,6.2756
67.9,6.2756
68,6.2756
68.1,6.2756
68.2,6.2756
68.3,6.2756
68.4,6.2756
68.5,6.2756
68.6,6.2756
68.7,6.2756
68.8,6.2756
68.9,6.2756
69,6.2756
69.1,6.2756
69.2,6.2756
69.3,6.2756
69.4,6.2756
69.5,6.2756
69.6,6.2756
69.7,6.2756
69.8,6.2756
69.9,6.2756
